CustomerID,Invoices,DistinctProducts,Sales,OverallQuantity,SalesPerInvoice,ItemsPerInvoice,DistinctMonths,LastBuyMonths,SalesPerMonth,uniqueWeekdayInovices,uniqueWeekendInovices,WeekendPct
13450,0.251596103767033,-0.3449730117501856,0.13019975309596432,0.5050340387145755,-0.01454603967282134,0.5871779517236453,0.4087499529627269,-0.6752916443770104,-0.042772714447262966,-0.09661376030246668,2.026269779581102,1.3737107256025765
12573,-0.42937748164786393,-0.4164814788318215,-0.3539973913705628,-0.3812707604640934,-0.5207133035752342,-0.5916233019419581,-0.9861358409012727,1.4560507476463593,-0.3026106962568345,-0.3930952816624651,-0.4061666900511669,-0.4793042882721009
16184,0.251596103767033,-0.4164814788318215,-0.0769965778963398,-0.12628439785358372,-0.4156700589841768,-0.5373480539905054,0.17626898731872698,-0.3708141598022433,-0.22770244924866975,0.348108521737531,-0.4061666900511669,-0.4793042882721009
14995,-0.2931827645648845,-0.09469337696445991,-0.3341737619043985,-0.37164863357313077,-0.6643057106489254,-0.7801583737733201,0.8737118842507268,-0.6752916443770104,-0.6186298633225297,-0.24485452098246588,-0.4061666900511669,-0.4793042882721009
13462,-0.42937748164786393,-0.6190888022297899,-0.3565058685594503,-0.39303113777527,-0.5498507976256531,-0.7173133498295328,-0.9861358409012727,1.4560507476463593,-0.3236786407278809,-0.3930952816624651,-0.4061666900511669,-0.4793042882721009
14219,-0.42937748164786393,-0.6429249579236685,-0.3735879322483791,-0.3844781360944143,-0.7482693964911176,-0.6259024059112966,-0.9861358409012727,-0.9797691289517775,-0.46881336930620016,-0.3930952816624651,-0.4061666900511669,-0.4793042882721009
14591,-0.02079333039892577,0.9064251621784428,-0.04514946208122679,0.22866517190192664,-0.011935268635117855,0.6781318409222904,0.4087499529627269,-0.6752916443770104,-0.2534521591577264,0.05162700037753254,-0.4061666900511669,-0.4793042882721009
16279,-0.15698804748190515,0.48929243753556667,0.01845597389629528,0.13297846559735382,0.5764229353431453,0.9204851059855139,0.17626898731872698,-0.6752916443770104,-0.09427213426537626,-0.09661376030246668,-0.4061666900511669,-0.4793042882721009
16563,-0.42937748164786393,-0.511826101607336,-0.16386370001815848,-0.2519066100411514,1.6878056038746723,0.7909672248213631,-0.9861358409012727,-0.3708141598022433,1.3008939662616925,-0.3930952816624651,-0.4061666900511669,-0.4793042882721009
13593,0.11540138668405361,0.1794224135151444,0.15264840404519014,-0.04289263146524092,0.2423409377407185,-0.25226017264550654,0.6412309186067269,0.23814080934729093,-0.09895389970338656,0.05162700037753254,0.4046454664929228,0.26190171727777006
16602,-0.42937748164786393,-0.39264532313794287,-0.25671342924090806,-0.24709554659567007,0.6092993113734854,0.8423858807753709,-0.9861358409012727,-0.6752916443770104,0.5166982553949677,-0.3930952816624651,-0.4061666900511669,-0.4793042882721009
15097,-0.42937748164786393,-0.42839955667876084,-0.32970623062772936,-0.33529837642949417,-0.238556641056021,-0.10028947838143902,-0.9861358409012727,-0.9797691289517775,-0.09895389970338656,-0.3930952816624651,-0.4061666900511669,-0.4793042882721009
14513,-0.2931827645648845,-0.6071707243828506,-0.3104847466814639,-0.3358329390345477,-0.5267084074395902,-0.5887667099445132,-0.2886929439692729,1.1515732630715922,-0.4945630792152568,-0.24485452098246588,-0.4061666900511669,-0.4793042882721009
18172,1.6135432745968268,0.4535382039947487,1.1995214007836836,0.9273384967068243,0.1219876160767088,-0.16741939032139366,1.1061928498947267,-0.6752916443770104,0.6688556321303024,1.830516128537523,-0.4061666900511669,-0.4793042882721009
13137,0.5239855379329917,3.4449757435765176,0.6013189628376828,0.7520019622492831,0.4135881787693432,0.5024514330794303,1.1061928498947267,-0.6752916443770104,0.16322496482519017,0.19986776105753176,2.026269779581102,0.9104569721339071
14538,-0.2931827645648845,-0.4999080237603967,-0.29081095987923766,-0.34331681550529636,-0.41247911660476144,-0.6287589979087416,0.6412309186067269,-0.3708141598022433,-0.5647895607854112,-0.24485452098246588,-0.4061666900511669,-0.4793042882721009
13505,-0.02079333039892577,1.4189025095968335,0.5602065756357386,0.8851080509075995,1.7459516650106854,2.432079327353446,0.17626898731872698,-0.06633667522747619,0.6688556321303024,-0.09661376030246668,0.4046454664929228,0.44720321866523777
16172,0.11540138668405361,-0.11852953265833854,-0.08922817905631349,-0.0065423743216043205,-0.31958723844844755,-0.17456087031500586,0.17626898731872698,-0.06633667522747619,-0.2440886282817058,0.19986776105753176,-0.4061666900511669,-0.4793042882721009
14375,-0.42937748164786393,-0.047021065576702645,-0.33318036053977274,-0.32781449995874545,-0.2789107810462032,-0.020304902452982422,-0.9861358409012727,0.8470957784968252,-0.12704449233144835,-0.3930952816624651,-0.4061666900511669,-0.4793042882721009
15339,-0.2931827645648845,0.19134049136208373,-0.23924843429969334,-0.20379597558633825,-0.11298177731660425,0.11681151342437174,1.1061928498947267,-0.3708141598022433,-0.54606249903337,-0.24485452098246588,-0.4061666900511669,-0.4793042882721009
13339,-0.42937748164786393,-0.1542837661991565,-0.18404251209513872,-0.25511398567147225,1.4534163818230708,0.7566881208520245,-0.9861358409012727,1.1515732630715922,1.1300095277743167,-0.3930952816624651,-0.4061666900511669,-0.4793042882721009
15921,-0.42937748164786393,-0.45223571237263943,-0.3136120185751324,-0.3401094398749755,-0.0516125420599695,-0.15170813433544683,-0.9861358409012727,0.8470957784968252,0.036817297998912105,-0.3930952816624651,-0.4061666900511669,-0.4793042882721009
17364,0.93256968918193,2.6822187613724013,0.813024448068861,1.0091265752800067,0.24121282679850103,0.3230003237999431,1.5711547811827267,-0.9797691289517775,0.17258849570121076,1.089312325137527,-0.4061666900511669,-0.4793042882721009
12433,0.3877908208500124,1.8479533120866491,2.906171070890096,4.080723303917299,4.445585613219701,5.809599441452373,1.8036357468267266,-0.9797691289517775,1.464755756592053,0.4963492824175302,-0.4061666900511669,-0.4793042882721009
